sw-3750,ACTIVE,,,,,,Cisco,,,,,,,,,,,,,,,,10.0.10.2,,,,,,,,,,,,,,,,,Vlan1;Vlan10;Vlan20;Vlan100;Vlan200;FastEthernet2/0/1;FastEthernet2/0/2;FastEthernet2/0/3;FastEthernet2/0/4;FastEthernet2/0/5;FastEthernet2/0/6;FastEthernet2/0/7;FastEthernet2/0/8;FastEthernet2/0/9;FastEthernet2/0/10;FastEthernet2/0/11;FastEthernet2/0/12;FastEthernet2/0/13;FastEthernet2/0/14;FastEthernet2/0/15;FastEthernet2/0/16;FastEthernet2/0/17;FastEthernet2/0/18;FastEthernet2/0/19;FastEthernet2/0/20;FastEthernet2/0/21;FastEthernet2/0/22;FastEthernet2/0/23;FastEthernet2/0/24;FastEthernet2/0/25;FastEthernet2/0/26;FastEthernet2/0/27;FastEthernet2/0/28;FastEthernet2/0/29;FastEthernet2/0/30;FastEthernet2/0/31;FastEthernet2/0/32;FastEthernet2/0/33;FastEthernet2/0/34;FastEthernet2/0/35;FastEthernet2/0/36;FastEthernet2/0/37;FastEthernet2/0/38;FastEthernet2/0/39;FastEthernet2/0/40;FastEthernet2/0/41;FastEthernet2/0/42;FastEthernet2/0/43;FastEthernet2/0/44;FastEthernet2/0/45;FastEthernet2/0/46;FastEthernet2/0/47;FastEthernet2/0/48;GigabitEthernet2/0/1;GigabitEthernet2/0/2;GigabitEthernet2/0/3;GigabitEthernet2/0/4;Port-channel1;Port-channel2;Loopback0;Loopback10;,,,,,
voip-switch,ACTIVE,,,,,,Cisco,,,,,,,,,,,,,,,,10.0.10.9,,,,,,,,,,,,,,,,,Vlan1;Vlan10;GigabitEthernet0/1;GigabitEthernet0/2;GigabitEthernet0/3;GigabitEthernet0/4;GigabitEthernet0/5;GigabitEthernet0/6;GigabitEthernet0/7;GigabitEthernet0/8;GigabitEthernet0/9;GigabitEthernet0/10;GigabitEthernet0/11;GigabitEthernet0/12;GigabitEthernet0/13;GigabitEthernet0/14;GigabitEthernet0/15;GigabitEthernet0/16;GigabitEthernet0/17;GigabitEthernet0/18;GigabitEthernet0/19;GigabitEthernet0/20;GigabitEthernet0/21;GigabitEthernet0/22;GigabitEthernet0/23;GigabitEthernet0/24;GigabitEthernet0/25;GigabitEthernet0/26;GigabitEthernet0/27;GigabitEthernet0/28;GigabitEthernet0/29;GigabitEthernet0/30;GigabitEthernet0/31;GigabitEthernet0/32;GigabitEthernet0/33;GigabitEthernet0/34;GigabitEthernet0/35;GigabitEthernet0/36;GigabitEthernet0/37;GigabitEthernet0/38;GigabitEthernet0/39;GigabitEthernet0/40;GigabitEthernet0/41;GigabitEthernet0/42;GigabitEthernet0/43;GigabitEthernet0/44;GigabitEthernet0/45;GigabitEthernet0/46;GigabitEthernet0/47;GigabitEthernet0/48;GigabitEthernet0/49;GigabitEthernet0/50;GigabitEthernet0/51;GigabitEthernet0/52;,,,,,
